text, sentiment
writer director walli wolodarski actor start coeduc fratern kappa rho alpha phi, 0.75
bad beyond belief ridicul beyond descript, 0.83333
new face interest old stori especi start seem improvis script, 0.51389
action setup incoher, 0.81944
liman swinger go make action film debut someth clunker deliv long chase interrupt middl car chase, 0.73611
surpris inert movi main charact travel back forth epoch, 0.5
problem movi hit close home much hit close home engag silli busi inevit shot schwarzenegg outrun firebal, 0.69444
dreari high annoy bodi appeal one, 0.40278
someth deepli creepi never new arrow schaeffer quiver ineptitud, 0.5
problem concept film concept poor one save movi, 0.47222
sorri charli, 0.79167
pain leaden film destin cabl televis slot, 0.5
bless immens physic prowess may well ahola simpli actor, 0.36111
truth cruel may sound make arnold schwarzenegg look like spencer traci, 0.23611
cartoon realli good enough afternoon tv movi realli good enough theater, 0.56944
shock reveal filmmak bottomless pit, 0.15278
faith hope chariti littl offend saccharin earnest crime film produc would clink life, 0.375
end well sort frenzi comic moment never click, 0.48611
danish idea good time prospect tourist might want consid differ destin jolli countri embroil bloodi civil war perhap, 0.5
formula trite even yu action style ca break stupor, 0.52778
minut elaps daddi slasher arriv still boiler suit white mask look remark clean guy sinc never seen laundri, 0.5
paint backdrop movi aliv charact know troubl, 0.70833
two fair dull contrast interlock stori miser scandinavian settler canada yuppi sailboat, 0.83333
film realli much bad bland, 0.59722
central stori lack punch, 0.51389
though ganesh success midlevel sort way noth strike fascin metaphor signific career rate two hour attent, 0.069444
may dumbest sketchiest movi record aspir writer, 0.56944
succumb kind maudlin sentiment mystic mar touch angel school movi, 0.66667
harmless mild amus famili comedi, 0.27778
subtl mystifi novella broad farcic, 0.55556
kid often appear read line incap convey emot, 0.75
men black ii earmark sequel, 0.38889
stori less vibrant joke littl lukewarm anyon realli care, 0.45833
suck classic robert loui stevenson treasur island fill void video game graphic adolesc angst, 0.36111
film excit scene tad slow, 0.52778
super trooper academi standard quintet writer could still use school, 0.5
mix veloc idioci ruinous remak lack brawn brain origin, 0.33333
full frontal one year murkiest intent obscur pictur solari brother, 0.18056
plot clever boyd weigh mani charact event intertwin far complic keep track, 0.375
film seem destin pop televis screen background scene futur quentin tarantino pictur, 0.79167
thought clumsili use visual trick actor moment, 0.19444
apal absurd chemistri lack thereof newton wahlberg could turn imax theater black white portabl tv, 0.77778
well act well intent snoozer, 0.73611
smug oili demeanor donovan adopt throughout stupid name pipe dream repuls, 0.63889
view anyon involv industri, 0.63889
other may find despit moor attempt whimsi spoon feed, 0.66667
despit good natur genuin funni moment super trooper suffer bad case arrest develop, 0.52778
hard feel watch video game realli heavi back stori, 0.73611
watch brainless insan thing mount disbelief, 0.36111
limp director rooki screenwrit steal wholesal tootsi forget retain singl laugh, 0.44444
kwan make match metaphor intrigu lull us torpor cultiv allergi action, 0.54167
obvious extrem person work remain inextric stuck emot unavail rut, 0.5
movi bore requir usher theater hand cup coffe everi minut, 0.88889
like marathon runner tri finish race need constant influx liquid get, 0.54167
love look movi, 0.22222
care much stori, 0.875
poignanc hallmark card comedi gallagh act, 0.43056
origin particular dishonor neither exud charm person, 0.5
fear dot com rambl disconnect never build suspens, 0.375
gorgeous somnol show splendid mummifi thorough unsurpris, 0.51389
film sloppili written cast believ anyon central creation bugsi cater anyth, 0.5
feel like communiti theater product great broadway play even best never hold candl origin, 0.19444
film appar take place fantasi world peopl hotel hallway recit poetri instead speak, 0.48611
element surpris might thing femm fatal go, 0.79167
kind movi ca quit recommend windup much pitch yet ca bring dislik, 0.52778
mayb ask much movi truli go inspir want littl, 0.94444
graceless witless attempt mate like hot wwii espionag thriller, 0.81944
stori charact nowher near grip enough, 0.19444
base david leavitt stori film share writer usual blend observ clever coincid slight noxious precious, 0.16667
like everi seagal movi louder without silli ponytail, 0.5
enjoy movi sharp dialogu delight perform joli burn gloss sens end, 0.44444
nation lampoon van wilder could worst thing come nation lampoon sinc class reunion, 0.48611
great subject movi hollywood squander opportun use prop melodrama kind choreograph mayhem director john woo built career, 0.29167
eck one list, 0.72222
overal film miss brillianc jelinek novel way, 0.81944
settl mere grim, 0.88889
irwin emerg unscath fiction footag unconvinc crimin bad act, 0.40278
thirsti consum passion drive movi, 0.84722
repetit said behavior children centuri mindless love mad grate bore anyth els, 0.5
realli happen honey mean interest anyon els, 0.63889
like deli sandwich lot ham lot chees sick sweet coat disguis excresc consumpt second half, 0.5
everi often movi come along confirm one wors fear civil know, 0.54167
new guy one, 0.44444
friday worth wait, 0.58333
everyth worthwhil collis cours alreadi seen televis, 0.44444
movi belong soror would call beta alpha delta, 0.5
cheap slasher flick subject matter would suggest littl like natur film show patient predat foolish prey, 0.43056
uneasi mishmash style genr, 0.51389
herzog obvious look moral fabl notion strong unifi show among germani eastern european jew might chang histori undermin ahola inadequ perform, 0.55556
one thing root expuls everyon, 0.27778
beyond hand mild amus line much laugh, 0.22222
secret ballot contempl realli funni, 0.55556
film center hold, 0.72222
myer never know let gag die thus subject one lengthi riff poo pee joke anoth, 0.38889
lazi take advantag premis, 0.41667
great end make weak movi crazi hell even great end, 0.31944
cerebr good rate cerebr raci subject matter, 0.125
genr convent charact type formula conflict resolut crush goodwil otherwis develop, 0.63889
actor rock apt name, 0.84722
most tire retread sever mob tale, 0.18056
wish could say thank god friday truth matter glad, 0.75
noth fit, 0.63889
abrupt crosscut among five friend fail lend charact individu stori enough dramat reson make us care, 0.38889
somehow meant buy dote mother would shun kid travel one danger part world fatigu becom jane, 0.76389
cast none charact come big set remain indistinct, 0.375
consid titl suggest overtim someon put come irrit unimagin retread concept, 0.73611
movi quick drag becom bore predict, 0.46875
tri read time watch, 0.86111
film make tragic error go long tri mirror everi subsequ event chines histori war revolut communism etc, 0.47222
johnson first film set task near, 0.5
ultim project come across clinic detach uninvolv possibl prompt audienc member wonder point, 0.84722
two lead almost good enough camouflag dopey plot much naturalist small talk deliv almost muffl exchang eventu lull effect, 0.36111
film meant well hors tale freedom abl reach heart overbear, 0.16667
movi far get raci point almost stop blood flow brain dull costumey feel, 0.069444
audienc figur said filmmak relat passiv make tough realli care, 0.19444
noth provoc film save way studious avoid provok thought, 0.56944
seem long convolut ploy get men drag period drag less, 0.63889
premis kegger comedi probabl sound brilliant four pitcher margarita film must written thrall vicious hangov, 0.625
even dumb standard ballist eck vs sever dumb action movi, 0.5
film equival toy chest whose content get scatter cours minut, 0.72222
bloodi mess, 0.5
creepi ultim unsatisfi thriller, 0.5
would better invest worthi emi record serv soundtrack home video product, 0.29167
someth say statement issu worthi much thought insight melodramat wholli predict thriller, 0.44444
bear bad, 0.77778
terribl filmmak bad like nightmar like come true bad, 0.44444
common case project nobl lofti ambit film less poetic simpli pretenti, 0.5
georg hire real director good writer next instal pleas, 0.5
film two mismatch buddi crystal de niro share littl screen time even less chemistri, 0.18056
howev clever nelson provid variat within confin structur stage question remain whether inde present theatric releas, 0.27778
extrem oop oop op matter spell still mistak go see, 0.52778
could bite droll instead tepid wast time talent, 0.61111
like turn repel movi, 0.48611
dull enjoy, 0.5
moral tale whose potenti hamper look rigid perform asinin twist brazen rip sixth sens, 0.625
imax, 0.43056
eastwood icon moviemak one best actor director produc around respons excel work, 0.51389
even hero stumbl sometim, 0.16667
sophomor explor life problem peopl solv long ago least got tire hear peopl kvetch, 0.36111
cute though terribl funni six year old, 0.55556
impact armenian genocid dilut much stage busi modern day, 0.30556
go websit may fun scari go film, 0.5
lack gravita macdowel placehold grief ergo sloppi drama empti vessel, 0.27778
leav flower unpick dead vine, 0.26389
admir certain much fun watch, 0.65278
cain lover, 0.51389
shambl movi visual unattract unbear loud utter silli hilar complet unintent, 0.20833
de niro may enjoy free ride critic afford clint eastwood lazi bloodwork, 0.59722
like bruce springsteen asburi park new jersey wast movi citi ruin, 0.27778
near good influenc, 0.5
reason effici mechan offer surpris find star slum territori avoid, 0.76389
rest plot imposs explain without blow whatev tension although comedi suspens de palma creat, 0.5
human natur talk talk fail walk silli walk distinguish mere quirki surreal, 0.45833
citi sea cinemat equival defens drive care conscienti make major mistak, 0.27778
save live freeway necessarili make persuas view, 0.5
marqui de sade could dull person film make, 0.38889
could neat littl stori believ swamp melodrama, 0.72222
cast uniform excel film mere mild charm, 0.26389
drive kind bittersweet conciliatori tone three season achiev lose way rhetor excess blatant sentiment, 0.5
bigger holiday downer k statement, 0.54167
whole thing play drowsi heavi synchron swimmer wear wool wetsuit, 0.36111
fair success fake pretti cool stunt complet failur tri creat pretti cool charact, 0.5
forget attempt plot, 0.55556
